aa_product_id,pca_product_id,transition_customer_cnt,avg_days_to_pca,aa_cohort_customer_cnt,transition_rate,entry_product_id,expansion_product_id,avg_days_to_expansion
1315,1535,8,83.375,2597,0.0030804774740084712,1315,1535,83.375
1097,1266,9,86.0,3033,0.002967359050445104,1097,1266,86.0
32,1203,15,28.466666666666665,5469,0.0027427317608337905,32,1203,28.466666666666665
32,1168,15,21.6,5469,0.0027427317608337905,32,1168,21.6
1033,1370,12,42.916666666666664,4571,0.0026252461168234523,1033,1370,42.916666666666664
1033,1122,12,37.5,4571,0.0026252461168234523,1033,1122,37.5
608,1386,105,23.133333333333333,40631,0.0025842337131746695,608,1386,23.133333333333333
1176,1300,8,53.375,3318,0.0024110910186859553,1176,1300,53.375
1033,1121,11,36.63636363636363,4571,0.0024064756070881644,1033,1121,36.63636363636363
1033,1119,11,37.36363636363637,4571,0.0024064756070881644,1033,1119,37.36363636363637
1177,1195,5,2.8,2226,0.0022461814914645105,1177,1195,2.8
1033,1535,10,36.9,4571,0.002187705097352877,1033,1535,36.9
1033,1360,10,26.2,4571,0.002187705097352877,1033,1360,26.2
1176,1303,7,57.42857142857143,3318,0.002109704641350211,1176,1303,57.42857142857143
1140,1236,7,51.42857142857143,3423,0.002044989775051125,1140,1236,51.42857142857143
1033,1406,9,41.666666666666664,4571,0.001968934587617589,1033,1406,41.666666666666664
32,1386,10,46.5,5469,0.0018284878405558603,32,1386,46.5
608,1168,74,29.77027027027027,40631,0.00182126947404691,608,1168,29.77027027027027
1177,1303,4,55.75,2226,0.0017969451931716084,1177,1303,55.75
1177,1360,4,81.0,2226,0.0017969451931716084,1177,1360,81.0
1033,1301,8,31.0,4571,0.0017501640778823015,1033,1301,31.0
608,1427,71,24.225352112676056,40631,0.0017474342250990622,608,1427,24.225352112676056
1033,1386,7,32.0,4571,0.0015313935681470138,1033,1386,32.0
1176,1168,5,0.0,3318,0.0015069318866787222,1176,1168,0.0
1097,1112,4,0.25,3033,0.0013188262446422684,1097,1112,0.25
608,1370,48,28.229166666666668,40631,0.0011813639831655632,608,1370,28.229166666666668
1315,1468,3,51.333333333333336,2597,0.0011551790527531767,1315,1468,51.333333333333336
1033,1427,5,37.6,4571,0.0010938525486764385,1033,1427,37.6
1097,1191,3,55.333333333333336,3033,0.0009891196834817012,1097,1191,55.333333333333336
32,1370,5,61.0,5469,0.0009142439202779302,32,1370,61.0
1176,1195,3,0.0,3318,0.0009041591320072332,1176,1195,0.0
1177,1193,2,0.0,2226,0.0008984725965858042,1177,1193,0.0
1140,1300,3,81.0,3423,0.0008764241893076249,1140,1300,81.0
1033,1394,4,40.75,4571,0.0008750820389411508,1033,1394,40.75
1097,1118,2,0.0,3033,0.0006594131223211342,1097,1118,0.0
608,1468,24,16.083333333333332,40631,0.0005906819915827816,608,1468,16.083333333333332
1140,1191,2,36.5,3423,0.0005842827928717499,1140,1191,36.5
32,1122,3,12.0,5469,0.0005485463521667581,32,1122,12.0
32,1301,3,38.0,5469,0.0005485463521667581,32,1301,38.0
32,1535,3,26.666666666666668,5469,0.0005485463521667581,32,1535,26.666666666666668
608,1535,21,48.80952380952381,40631,0.000516846742634934,608,1535,48.80952380952381
608,1266,21,51.904761904761905,40631,0.000516846742634934,608,1266,51.904761904761905
1177,1296,1,62.0,2226,0.0004492362982929021,1177,1296,62.0
1177,1191,1,0.0,2226,0.0004492362982929021,1177,1191,0.0
1315,1391,1,35.0,2597,0.0003850596842510589,1315,1391,35.0
32,1427,2,15.5,5469,0.00036569756811117204,32,1427,15.5
1176,1360,1,89.0,3318,0.0003013863773357444,1176,1360,89.0
1176,1296,1,71.0,3318,0.0003013863773357444,1176,1296,71.0
1176,1191,1,0.0,3318,0.0003013863773357444,1176,1191,0.0
1176,1193,1,1.0,3318,0.0003013863773357444,1176,1193,1.0
1140,1195,1,42.0,3423,0.00029214139643587495,1140,1195,42.0
1140,1301,1,79.0,3423,0.00029214139643587495,1140,1301,79.0
1033,1112,1,41.0,4571,0.0002187705097352877,1033,1112,41.0
1033,1300,1,77.0,4571,0.0002187705097352877,1033,1300,77.0
1033,1399,1,61.0,4571,0.0002187705097352877,1033,1399,61.0
1033,1191,1,11.0,4571,0.0002187705097352877,1033,1191,11.0
1033,1236,1,14.0,4571,0.0002187705097352877,1033,1236,14.0
1033,1118,1,38.0,4571,0.0002187705097352877,1033,1118,38.0
1033,1302,1,63.0,4571,0.0002187705097352877,1033,1302,63.0
32,1195,1,13.0,5469,0.00018284878405558602,32,1195,13.0
32,1123,1,36.0,5469,0.00018284878405558602,32,1123,36.0
32,1394,1,86.0,5469,0.00018284878405558602,32,1394,86.0
32,1112,1,41.0,5469,0.00018284878405558602,32,1112,41.0
32,1360,1,5.0,5469,0.00018284878405558602,32,1360,5.0
608,1203,7,69.57142857142857,40631,0.00017228224754497798,608,1203,69.57142857142857
608,1406,3,47.0,40631,7.38352489478477e-05,608,1406,47.0
608,1399,3,61.666666666666664,40631,7.38352489478477e-05,608,1399,61.666666666666664
608,1236,3,28.333333333333332,40631,7.38352489478477e-05,608,1236,28.333333333333332
608,1123,3,22.666666666666668,40631,7.38352489478477e-05,608,1123,22.666666666666668
608,1301,2,64.5,40631,4.922349929856513e-05,608,1301,64.5
608,1394,2,49.5,40631,4.922349929856513e-05,608,1394,49.5
608,1360,1,16.0,40631,2.4611749649282566e-05,608,1360,16.0
608,1119,1,14.0,40631,2.4611749649282566e-05,608,1119,14.0
608,1122,1,6.0,40631,2.4611749649282566e-05,608,1122,6.0
608,1121,1,28.0,40631,2.4611749649282566e-05,608,1121,28.0
