date,product_id,product_name,revenue,order_count,cart_count,quantity
2026-03-26,1000000094,,132000,1,2,20
2026-03-26,1000000108,,588500,2,3,130
2026-03-26,1000000111,,497000,1,0,70
2026-03-26,1000000127,,93000,2,5,3
2026-03-26,1000000142,,19000,1,0,1
2026-03-27,1000000035,,6000,1,0,1
2026-03-27,1000000042,,22500,1,2,1
2026-03-27,1000000043,,22500,1,1,1
2026-03-27,1000000044,,22500,1,1,1
2026-03-27,1000000045,,0,0,3,0
2026-03-27,1000000063,,90000,1,3,1
2026-03-27,1000000064,,950000,9,19,26
2026-03-27,1000000065,,0,0,1,0
2026-03-27,1000000066,,0,0,2,0
2026-03-27,1000000083,,45000,1,0,1
2026-03-27,1000000084,,28000,1,1,1
2026-03-27,1000000085,,215000,3,1,4
2026-03-27,1000000086,,81000,1,0,1
2026-03-27,1000000087,,0,0,1,0
2026-03-27,1000000090,,221000,3,0,17
2026-03-27,1000000091,,105500,2,0,4
2026-03-27,1000000092,,0,0,1,0
2026-03-27,1000000093,,2356600,8,0,492
2026-03-27,1000000094,,71500,1,0,11
2026-03-27,1000000108,,17572500,4,2,3905
2026-03-27,1000000111,,1273000,2,1,180
2026-03-27,1000000121,,19500,1,0,1
2026-03-27,1000000127,,23500,1,3,1
2026-03-27,1000000156,,29000,1,1,1
2026-03-28,1000000035,,0,0,1,0
2026-03-28,1000000042,,0,0,3,0
2026-03-28,1000000043,,0,0,1,0
2026-03-28,1000000044,,22500,1,2,1
2026-03-28,1000000045,,0,0,4,0
2026-03-28,1000000062,,83000,2,1,3
2026-03-28,1000000063,,90000,1,4,1
2026-03-28,1000000064,,304500,6,2,9
2026-03-28,1000000065,,20000,1,0,1
2026-03-28,1000000066,,22500,1,0,1
2026-03-28,1000000069,,0,0,3,0
2026-03-28,1000000085,,51000,1,1,1
2026-03-28,1000000088,,120000,1,0,1
2026-03-28,1000000092,,76000,1,0,2
2026-03-28,1000000093,,376000,1,1,80
2026-03-28,1000000108,,276000,1,0,60
2026-03-28,1000000110,,340000,1,0,50
2026-03-28,1000000111,,154000,1,0,22
2026-03-28,1000000127,,47000,2,0,2
2026-03-28,1000000142,,0,0,1,0
2026-03-28,1000000153,,57200,1,1,2
2026-03-29,1000000042,,22500,1,2,1
2026-03-29,1000000044,,0,0,1,0
2026-03-29,1000000062,,41000,1,2,1
2026-03-29,1000000063,,92000,1,1,2
2026-03-29,1000000064,,432000,6,3,12
2026-03-29,1000000066,,22500,1,0,1
2026-03-29,1000000071,,40000,1,0,1
2026-03-29,1000000083,,45000,1,0,1
2026-03-29,1000000084,,54000,1,0,2
2026-03-29,1000000086,,0,0,1,0
2026-03-29,1000000090,,26000,1,0,2
2026-03-29,1000000093,,218200,2,1,46
2026-03-29,1000000094,,228500,2,1,35
2026-03-29,1000000108,,680800,2,0,148
2026-03-29,1000000127,,46000,1,2,1
2026-03-30,1000000042,,110000,2,1,2
2026-03-30,1000000043,,22500,1,2,1
2026-03-30,1000000044,,22500,1,2,1
2026-03-30,1000000045,,0,0,3,0
2026-03-30,1000000062,,0,0,1,0
2026-03-30,1000000063,,93500,2,2,2
2026-03-30,1000000064,,516500,9,10,11
2026-03-30,1000000069,,75920,1,1,1
2026-03-30,1000000070,,20000,1,0,1
2026-03-30,1000000084,,0,0,1,0
2026-03-30,1000000085,,51000,1,0,1
2026-03-30,1000000086,,81000,1,0,1
2026-03-30,1000000087,,183000,3,0,3
2026-03-30,1000000088,,120000,1,0,1
2026-03-30,1000000089,,168000,1,0,1
2026-03-30,1000000090,,52000,2,0,4
2026-03-30,1000000093,,1343400,7,2,283
2026-03-30,1000000094,,297000,1,0,45
2026-03-30,1000000108,,625600,2,1,136
2026-03-30,1000000110,,204000,1,0,30
2026-03-30,1000000111,,723200,5,1,102
2026-03-30,1000000121,,20000,1,1,1
2026-03-30,1000000127,,23500,1,1,1
2026-03-30,1000000142,,0,0,1,0
2026-03-30,1000000143,,0,0,1,0
2026-03-30,1000000154,,0,0,1,0
2026-03-30,1000000156,,87000,2,1,3
2026-03-31,1000000035,,6000,1,0,1
2026-03-31,1000000042,,112500,3,0,4
2026-03-31,1000000043,,45000,2,2,2
2026-03-31,1000000044,,45000,2,1,2
2026-03-31,1000000045,,314000,4,4,7
2026-03-31,1000000062,,400000,2,1,5
2026-03-31,1000000063,,69500,2,2,2
2026-03-31,1000000064,,862000,13,9,22
2026-03-31,1000000066,,0,0,2,0
2026-03-31,1000000069,,0,0,1,0
2026-03-31,1000000083,,90000,2,0,2
2026-03-31,1000000084,,141500,1,1,5
2026-03-31,1000000085,,54500,1,0,1
2026-03-31,1000000086,,243000,2,0,3
2026-03-31,1000000087,,122000,2,2,2
2026-03-31,1000000088,,116000,1,0,1
2026-03-31,1000000089,,173000,1,0,1
2026-03-31,1000000090,,26000,1,1,2
2026-03-31,1000000091,,0,0,2,0
2026-03-31,1000000093,,381500,3,2,80
2026-03-31,1000000094,,231000,1,0,35
2026-03-31,1000000108,,157500,1,1,35
2026-03-31,1000000111,,70000,1,0,10
2026-03-31,1000000127,,187000,7,0,7
2026-03-31,1000000143,,0,0,2,0
2026-03-31,1000000156,,58000,1,0,2
2026-04-01,1000000027,,20000,1,0,1
2026-04-01,1000000042,,22500,1,0,1
2026-04-01,1000000043,,22500,1,0,1
2026-04-01,1000000044,,45000,2,0,2
2026-04-01,1000000045,,572500,5,1,14
2026-04-01,1000000062,,82000,2,1,2
2026-04-01,1000000063,,115500,3,0,3
2026-04-01,1000000064,,1081000,12,1,31
2026-04-01,1000000065,,80000,3,0,3
2026-04-01,1000000066,,90000,2,0,2
2026-04-01,1000000069,,59340,2,0,2
2026-04-01,1000000071,,40000,1,0,1
2026-04-01,1000000085,,51000,1,1,1
2026-04-01,1000000086,,701000,9,0,9
2026-04-01,1000000087,,234000,2,1,4
2026-04-01,1000000088,,240000,2,0,2
2026-04-01,1000000089,,168000,1,0,1
2026-04-01,1000000090,,234000,3,2,18
2026-04-01,1000000091,,0,0,1,0
2026-04-01,1000000092,,76000,1,0,2
2026-04-01,1000000093,,1374600,9,4,287
2026-04-01,1000000094,,785000,2,0,120
2026-04-01,1000000108,,225000,1,2,50
2026-04-01,1000000111,,1129600,3,1,161
2026-04-01,1000000113,,150800,1,0,13
2026-04-01,1000000121,,38000,1,0,2
2026-04-01,1000000127,,113500,2,0,2
2026-04-01,1000000128,,22500,1,0,1
2026-04-01,1000000143,,0,0,1,0
2026-04-01,1000000154,,27800,1,0,1
2026-04-01,1000000156,,87000,2,0,3
2026-04-02,1000000042,,22500,1,2,1
2026-04-02,1000000043,,0,0,2,0
2026-04-02,1000000044,,0,0,1,0
2026-04-02,1000000045,,60000,2,1,2
2026-04-02,1000000062,,42000,2,0,2
2026-04-02,1000000063,,138000,3,0,3
2026-04-02,1000000064,,649500,8,6,12
2026-04-02,1000000066,,0,0,1,0
2026-04-02,1000000069,,0,0,2,0
2026-04-02,1000000084,,145500,4,0,5
2026-04-02,1000000085,,161500,2,2,3
2026-04-02,1000000086,,81000,1,0,1
2026-04-02,1000000087,,122000,2,1,2
2026-04-02,1000000088,,467000,4,0,4
2026-04-02,1000000091,,270000,1,0,10
2026-04-02,1000000092,,113000,3,0,3
2026-04-02,1000000108,,67500,1,0,15
2026-04-02,1000000111,,175000,2,0,25
2026-04-02,1000000112,,638000,1,0,55
2026-04-02,1000000127,,69500,2,2,2
2026-04-02,1000000154,,0,0,1,0
2026-04-03,1000000028,,60000,2,0,2
2026-04-03,1000000042,,87500,1,1,1
2026-04-03,1000000043,,180500,4,1,4
2026-04-03,1000000044,,45000,2,1,2
2026-04-03,1000000045,,140000,4,3,5
2026-04-03,1000000062,,442000,3,1,7
2026-04-03,1000000063,,69500,2,4,2
2026-04-03,1000000064,,1025000,11,4,17
2026-04-03,1000000069,,0,0,1,0
2026-04-03,1000000070,,0,0,1,0
2026-04-03,1000000071,,40000,2,0,2
2026-04-03,1000000083,,45000,1,0,1
2026-04-03,1000000084,,61000,1,0,2
2026-04-03,1000000085,,365500,6,1,7
2026-04-03,1000000086,,77000,1,0,1
2026-04-03,1000000087,,301000,3,0,5
2026-04-03,1000000088,,240000,2,0,2
2026-04-03,1000000089,,173000,1,0,1
2026-04-03,1000000091,,54000,1,0,2
2026-04-03,1000000093,,1744000,5,2,370
2026-04-03,1000000094,,347500,2,0,53
2026-04-03,1000000108,,508500,3,0,112
2026-04-03,1000000127,,69500,2,1,2
2026-04-03,1000000154,,27800,1,0,1
2026-04-03,1000000156,,87000,3,0,3
2026-04-04,1000000033,,45000,1,0,1
2026-04-04,1000000042,,22500,1,1,1
2026-04-04,1000000043,,0,0,1,0
2026-04-04,1000000044,,0,0,1,0
2026-04-04,1000000045,,22500,1,1,1
2026-04-04,1000000063,,46000,1,1,1
2026-04-04,1000000064,,205500,4,4,4
2026-04-04,1000000066,,45000,1,0,1
2026-04-04,1000000069,,254000,3,0,5
2026-04-04,1000000083,,50000,1,0,1
2026-04-04,1000000085,,54500,1,1,1
2026-04-04,1000000086,,0,0,1,0
2026-04-04,1000000087,,240000,3,0,4
2026-04-04,1000000088,,120000,1,0,1
2026-04-04,1000000091,,0,0,1,0
2026-04-04,1000000094,,0,0,1,0
2026-04-04,1000000108,,315000,1,0,70
2026-04-04,1000000112,,116000,1,0,10
2026-04-04,1000000127,,46000,1,1,1
2026-04-04,1000000128,,0,0,1,0
2026-04-04,1000000154,,27800,1,0,1
2026-04-05,1000000042,,0,0,3,0
2026-04-05,1000000043,,0,0,3,0
2026-04-05,1000000044,,0,0,3,0
2026-04-05,1000000045,,0,0,3,0
2026-04-05,1000000062,,0,0,2,0
2026-04-05,1000000063,,332500,4,4,4
2026-04-05,1000000064,,148000,3,9,4
2026-04-05,1000000066,,0,0,1,0
2026-04-05,1000000070,,77000,1,0,1
2026-04-05,1000000084,,0,0,1,0
2026-04-05,1000000085,,596000,2,1,11
2026-04-05,1000000086,,162000,2,0,2
2026-04-05,1000000087,,61000,1,2,1
2026-04-05,1000000088,,255000,2,1,2
2026-04-05,1000000090,,91000,1,0,7
2026-04-05,1000000091,,26500,1,0,1
2026-04-05,1000000092,,37000,1,0,1
2026-04-05,1000000093,,681500,2,0,145
2026-04-05,1000000111,,0,0,1,0
2026-04-05,1000000121,,0,0,1,0
2026-04-05,1000000127,,126500,2,3,2
2026-04-05,1000000156,,29000,1,0,1
2026-04-06,1000000028,,744000,1,0,8
2026-04-06,1000000033,,0,0,1,0
2026-04-06,1000000042,,0,0,1,0
2026-04-06,1000000043,,0,0,2,0
2026-04-06,1000000044,,25000,1,0,1
2026-04-06,1000000045,,0,0,2,0
2026-04-06,1000000063,,155000,1,0,2
2026-04-06,1000000064,,1169500,9,13,20
2026-04-06,1000000066,,0,0,1,0
2026-04-06,1000000069,,0,0,2,0
2026-04-06,1000000070,,0,0,1,0
2026-04-06,1000000084,,30000,1,0,1
2026-04-06,1000000085,,117500,2,0,2
2026-04-06,1000000086,,170500,2,2,2
2026-04-06,1000000087,,616000,7,3,9
2026-04-06,1000000088,,262000,2,0,2
2026-04-06,1000000090,,153000,2,0,11
2026-04-06,1000000091,,59000,1,1,2
2026-04-06,1000000092,,211500,2,0,5
2026-04-06,1000000093,,2823400,8,2,516
2026-04-06,1000000112,,167700,1,1,13
2026-04-06,1000000127,,26500,1,2,1
2026-04-06,1000000142,,19000,1,1,1
2026-04-06,1000000143,,0,0,1,0
2026-04-07,1000000042,,50000,2,3,2
2026-04-07,1000000044,,0,0,1,0
2026-04-07,1000000045,,25000,1,0,1
2026-04-07,1000000062,,52000,1,2,1
2026-04-07,1000000063,,52000,1,0,1
2026-04-07,1000000064,,1549000,8,11,19
2026-04-07,1000000065,,0,0,2,0
2026-04-07,1000000066,,0,0,1,0
2026-04-07,1000000069,,0,0,1,0
2026-04-07,1000000071,,0,0,1,0
2026-04-07,1000000085,,119000,2,0,2
2026-04-07,1000000086,,167000,2,0,2
2026-04-07,1000000087,,209000,3,1,3
2026-04-07,1000000088,,527000,4,1,4
2026-04-07,1000000091,,32000,1,0,1
2026-04-07,1000000093,,1339000,5,0,246
2026-04-07,1000000108,,256900,2,2,48
2026-04-07,1000000110,,390000,1,0,50
2026-04-07,1000000111,,173800,1,0,22
2026-04-07,1000000112,,260000,1,1,20
2026-04-07,1000000121,,19000,1,0,1
2026-04-07,1000000127,,26500,1,1,1
2026-04-08,1000000033,,0,0,2,0
2026-04-08,1000000042,,0,0,1,0
2026-04-08,1000000043,,25000,1,0,1
2026-04-08,1000000045,,0,0,2,0
2026-04-08,1000000062,,52000,1,1,1
2026-04-08,1000000063,,157000,4,1,4
2026-04-08,1000000064,,884000,8,9,17
2026-04-08,1000000066,,0,0,1,0
2026-04-08,1000000069,,24000,1,0,1
2026-04-08,1000000070,,0,0,1,0
2026-04-08,1000000074,,13000,1,1,1
2026-04-08,1000000083,,19000,1,2,1
2026-04-08,1000000084,,65000,1,0,2
2026-04-08,1000000085,,57000,1,0,1
2026-04-08,1000000087,,216000,3,0,3
2026-04-08,1000000090,,601000,8,0,43
2026-04-08,1000000091,,147500,1,0,5
2026-04-08,1000000092,,170000,2,2,4
2026-04-08,1000000093,,2768000,8,2,505
2026-04-08,1000000108,,755000,5,0,140
2026-04-08,1000000110,,1580000,1,0,200
2026-04-08,1000000111,,754000,3,1,95
2026-04-08,1000000112,,260000,1,1,20
2026-04-08,1000000113,,258000,1,1,20
2026-04-08,1000000121,,0,0,1,0
2026-04-08,1000000127,,79500,3,0,3
2026-04-08,1000000142,,19000,1,0,1
2026-04-09,1000000027,,24000,1,0,1
2026-04-09,1000000028,,24000,1,0,1
2026-04-09,1000000033,,25000,1,0,1
2026-04-09,1000000035,,0,0,1,0
2026-04-09,1000000042,,50000,2,0,2
2026-04-09,1000000043,,50000,2,2,2
2026-04-09,1000000044,,0,0,2,0
2026-04-09,1000000045,,25000,1,3,1
2026-04-09,1000000062,,53000,2,1,2
2026-04-09,1000000063,,103000,1,5,1
2026-04-09,1000000064,,1478500,11,9,24
2026-04-09,1000000066,,47000,1,0,1
2026-04-09,1000000069,,0,0,1,0
2026-04-09,1000000070,,24000,1,0,1
2026-04-09,1000000074,,13000,1,0,1
2026-04-09,1000000083,,0,0,1,0
2026-04-09,1000000085,,116500,2,2,2
2026-04-09,1000000086,,83500,1,0,1
2026-04-09,1000000087,,199000,3,2,3
2026-04-09,1000000088,,262000,2,1,2
2026-04-09,1000000090,,0,0,1,0
2026-04-09,1000000091,,0,0,2,0
2026-04-09,1000000092,,127500,1,0,3
2026-04-09,1000000093,,1161300,4,0,212
2026-04-09,1000000111,,160000,1,1,20
2026-04-09,1000000112,,0,0,1,0
2026-04-09,1000000127,,0,0,1,0
2026-04-09,1000000142,,0,0,1,0
2026-04-09,1000000154,,55600,2,0,2
2026-04-09,1000000156,,58000,2,0,2
2026-04-10,1000000033,,0,0,1,0
2026-04-10,1000000042,,248000,4,1,4
2026-04-10,1000000043,,75000,2,0,2
2026-04-10,1000000044,,25000,1,0,1
2026-04-10,1000000045,,50000,2,1,2
2026-04-10,1000000062,,0,0,1,0
2026-04-10,1000000063,,78500,2,3,2
2026-04-10,1000000064,,209000,5,14,5
2026-04-10,1000000065,,0,0,1,0
2026-04-10,1000000066,,0,0,2,0
2026-04-10,1000000069,,0,0,2,0
2026-04-10,1000000071,,47000,1,0,1
2026-04-10,1000000074,,13000,1,0,1
2026-04-10,1000000083,,19000,1,1,1
2026-04-10,1000000084,,29000,1,0,1
2026-04-10,1000000085,,227500,4,1,4
2026-04-10,1000000087,,65000,1,1,1
2026-04-10,1000000088,,127000,1,0,1
2026-04-10,1000000091,,256000,2,0,8
2026-04-10,1000000093,,1144000,6,2,210
2026-04-10,1000000094,,527800,2,0,68
2026-04-10,1000000110,,0,0,1,0
2026-04-10,1000000111,,1975000,1,0,250
2026-04-10,1000000113,,129000,1,0,10
2026-04-10,1000000127,,52000,1,4,1
2026-04-10,1000000142,,12000,1,0,1
2026-04-11,1000000042,,25000,1,1,1
2026-04-11,1000000043,,25000,1,0,1
2026-04-11,1000000045,,0,0,2,0
2026-04-11,1000000062,,26500,1,1,1
2026-04-11,1000000063,,0,0,2,0
2026-04-11,1000000064,,53000,2,5,2
2026-04-11,1000000070,,0,0,1,0
2026-04-11,1000000083,,19000,1,0,1
2026-04-11,1000000085,,0,0,1,0
2026-04-11,1000000086,,83500,1,0,1
2026-04-11,1000000087,,69000,1,1,1
2026-04-11,1000000088,,135000,1,0,1
2026-04-11,1000000090,,0,0,1,0
2026-04-11,1000000094,,100100,1,0,13
2026-04-11,1000000111,,79000,1,0,10
2026-04-11,1000000121,,0,0,1,0
2026-04-11,1000000127,,0,0,4,0
2026-04-12,1000000033,,0,0,1,0
2026-04-12,1000000042,,0,0,3,0
2026-04-12,1000000043,,25000,1,0,1
2026-04-12,1000000044,,25000,1,0,1
2026-04-12,1000000062,,0,0,2,0
2026-04-12,1000000063,,0,0,1,0
2026-04-12,1000000064,,620000,6,9,8
2026-04-12,1000000066,,24000,1,1,1
2026-04-12,1000000070,,0,0,1,0
2026-04-12,1000000084,,210000,2,1,7
2026-04-12,1000000086,,83500,1,0,1
2026-04-12,1000000087,,68000,1,0,1
2026-04-12,1000000090,,70000,1,2,5
2026-04-12,1000000091,,91500,1,2,3
2026-04-12,1000000093,,135000,1,3,25
2026-04-12,1000000110,,195000,1,0,25
2026-04-12,1000000111,,80000,1,0,10
2026-04-12,1000000112,,0,0,1,0
2026-04-12,1000000113,,221000,1,0,17
2026-04-12,1000000143,,70000,1,1,2
2026-04-13,1000000033,,0,0,1,0
2026-04-13,1000000042,,198000,1,2,2
2026-04-13,1000000043,,0,0,1,0
2026-04-13,1000000044,,223000,2,2,3
2026-04-13,1000000045,,75000,1,4,3
2026-04-13,1000000062,,0,0,4,0
2026-04-13,1000000063,,103000,1,6,1
2026-04-13,1000000064,,1427500,15,4,25
2026-04-13,1000000066,,0,0,1,0
2026-04-13,1000000069,,279000,1,0,3
2026-04-13,1000000074,,0,0,1,0
2026-04-13,1000000084,,120000,2,0,4
2026-04-13,1000000085,,60500,1,0,1
2026-04-13,1000000086,,87000,1,0,1
2026-04-13,1000000087,,72000,1,0,1
2026-04-13,1000000088,,135000,1,0,1
2026-04-13,1000000089,,191000,1,0,1
2026-04-13,1000000090,,56000,1,2,4
2026-04-13,1000000093,,1439200,8,1,263
2026-04-13,1000000094,,177100,1,0,23
2026-04-13,1000000110,,273000,1,0,35
2026-04-13,1000000112,,130000,1,0,10
2026-04-13,1000000113,,580500,3,0,45
2026-04-13,1000000127,,0,0,3,0
2026-04-13,1000000142,,0,0,1,0
2026-04-14,1000000042,,50000,1,0,1
2026-04-14,1000000044,,25000,1,1,1
2026-04-14,1000000045,,175000,3,1,3
2026-04-14,1000000062,,78500,2,1,2
2026-04-14,1000000063,,207000,2,4,3
2026-04-14,1000000064,,878000,7,8,11
2026-04-14,1000000066,,48000,1,0,2
2026-04-14,1000000072,,0,0,1,0
2026-04-14,1000000085,,288000,4,0,5
2026-04-14,1000000087,,278000,4,1,4
2026-04-14,1000000089,,196000,1,1,1
2026-04-14,1000000090,,157000,2,1,12
2026-04-14,1000000091,,518500,1,0,17
2026-04-14,1000000092,,0,0,1,0
2026-04-14,1000000093,,621000,2,1,115
2026-04-14,1000000094,,234000,2,0,30
2026-04-14,1000000108,,0,0,1,0
2026-04-14,1000000110,,632000,1,0,80
2026-04-14,1000000112,,453500,2,0,35
2026-04-14,1000000113,,0,0,0,0
2026-04-14,1000000127,,53000,2,3,2
2026-04-15,1000000035,,7000,1,0,1
2026-04-15,1000000043,,50000,2,0,2
2026-04-15,1000000044,,25000,1,2,1
2026-04-15,1000000045,,0,0,3,0
2026-04-15,1000000063,,26500,1,0,1
2026-04-15,1000000064,,391500,7,10,9
2026-04-15,1000000066,,141000,3,0,3
2026-04-15,1000000069,,93000,1,0,1
2026-04-15,1000000071,,24000,1,0,1
2026-04-15,1000000074,,13000,1,2,1
2026-04-15,1000000084,,0,0,1,0
2026-04-15,1000000085,,413000,3,0,7
2026-04-15,1000000087,,213000,2,2,3
2026-04-15,1000000088,,132000,1,1,1
2026-04-15,1000000090,,0,0,4,0
2026-04-15,1000000091,,177000,1,0,6
2026-04-15,1000000092,,0,0,1,0
2026-04-15,1000000093,,828600,4,0,153
2026-04-15,1000000094,,0,0,0,0
2026-04-15,1000000108,,159000,1,0,30
2026-04-15,1000000110,,117000,1,0,15
2026-04-15,1000000111,,278500,2,0,35
2026-04-15,1000000112,,0,0,1,0
2026-04-15,1000000127,,26500,1,0,1
2026-04-15,1000000128,,24000,1,0,1
2026-04-15,1000000143,,0,0,1,0
2026-04-15,1000000156,,29000,1,0,1
2026-04-16,1000000028,,0,0,1,0
2026-04-16,1000000033,,0,0,2,0
2026-04-16,1000000042,,100000,2,1,2
2026-04-16,1000000043,,0,0,2,0
2026-04-16,1000000044,,275000,4,0,6
