date,i,j,co_order_cnt,rn
2026-04-14,1000000143,1000000084,1,13
2026-04-14,1000000143,1000000086,1,14
2026-04-14,1000000143,1000000087,1,15
2026-04-14,1000000143,1000000094,1,16
2026-04-14,1000000143,1000000110,1,17
2026-04-14,1000000143,1000000121,3,7
2026-04-14,1000000143,1000000128,1,18
2026-04-14,1000000143,1000000142,2,10
2026-04-14,1000000153,1000000154,4,2
2026-04-14,1000000153,1000000156,18,1
2026-04-14,1000000154,1000000153,4,1
2026-04-14,1000000154,1000000156,1,2
2026-04-14,1000000156,1000000153,18,1
2026-04-14,1000000156,1000000154,1,2
2026-04-15,1000000027,1000000028,2,8
2026-04-15,1000000027,1000000033,2,9
2026-04-15,1000000027,1000000035,3,4
2026-04-15,1000000027,1000000042,6,1
2026-04-15,1000000027,1000000043,5,2
2026-04-15,1000000027,1000000044,2,10
2026-04-15,1000000027,1000000045,3,5
2026-04-15,1000000027,1000000062,1,13
2026-04-15,1000000027,1000000063,1,14
2026-04-15,1000000027,1000000064,3,6
2026-04-15,1000000027,1000000065,2,11
2026-04-15,1000000027,1000000066,1,15
2026-04-15,1000000027,1000000069,1,16
2026-04-15,1000000027,1000000070,3,7
2026-04-15,1000000027,1000000071,4,3
2026-04-15,1000000027,1000000083,1,17
2026-04-15,1000000027,1000000085,1,18
2026-04-15,1000000027,1000000110,1,19
2026-04-15,1000000027,1000000112,1,20
2026-04-15,1000000027,1000000128,2,12
2026-04-15,1000000028,1000000027,2,3
2026-04-15,1000000028,1000000035,1,11
2026-04-15,1000000028,1000000042,3,1
2026-04-15,1000000028,1000000043,2,4
2026-04-15,1000000028,1000000044,2,5
2026-04-15,1000000028,1000000045,2,6
2026-04-15,1000000028,1000000063,1,12
2026-04-15,1000000028,1000000064,2,7
2026-04-15,1000000028,1000000069,2,8
2026-04-15,1000000028,1000000070,2,9
2026-04-15,1000000028,1000000071,3,2
2026-04-15,1000000028,1000000072,1,13
2026-04-15,1000000028,1000000083,2,10
2026-04-15,1000000028,1000000087,1,14
2026-04-15,1000000028,1000000113,1,15
2026-04-15,1000000028,1000000121,1,16
2026-04-15,1000000033,1000000027,2,10
2026-04-15,1000000033,1000000035,12,1
2026-04-15,1000000033,1000000042,5,6
2026-04-15,1000000033,1000000043,9,2
2026-04-15,1000000033,1000000044,2,11
2026-04-15,1000000033,1000000045,7,3
2026-04-15,1000000033,1000000062,1,13
2026-04-15,1000000033,1000000063,1,14
2026-04-15,1000000033,1000000064,6,5
2026-04-15,1000000033,1000000065,3,9
2026-04-15,1000000033,1000000066,1,15
2026-04-15,1000000033,1000000070,1,16
2026-04-15,1000000033,1000000071,1,17
2026-04-15,1000000033,1000000083,7,4
2026-04-15,1000000033,1000000085,1,18
2026-04-15,1000000033,1000000087,2,12
2026-04-15,1000000033,1000000113,1,19
2026-04-15,1000000033,1000000121,5,7
2026-04-15,1000000033,1000000127,4,8
2026-04-15,1000000033,1000000128,1,20
2026-04-15,1000000033,1000000142,1,21
2026-04-15,1000000035,1000000027,3,16
2026-04-15,1000000035,1000000028,1,20
2026-04-15,1000000035,1000000033,12,6
2026-04-15,1000000035,1000000042,16,2
2026-04-15,1000000035,1000000043,13,4
2026-04-15,1000000035,1000000044,10,7
2026-04-15,1000000035,1000000045,13,5
2026-04-15,1000000035,1000000062,7,10
2026-04-15,1000000035,1000000063,6,11
2026-04-15,1000000035,1000000064,21,1
2026-04-15,1000000035,1000000065,5,12
2026-04-15,1000000035,1000000066,8,8
2026-04-15,1000000035,1000000069,3,17
2026-04-15,1000000035,1000000071,1,21
2026-04-15,1000000035,1000000083,8,9
2026-04-15,1000000035,1000000086,1,22
2026-04-15,1000000035,1000000087,2,18
2026-04-15,1000000035,1000000088,5,13
2026-04-15,1000000035,1000000092,1,23
2026-04-15,1000000035,1000000093,4,15
2026-04-15,1000000035,1000000094,1,24
2026-04-15,1000000035,1000000108,1,25
2026-04-15,1000000035,1000000111,1,26
2026-04-15,1000000035,1000000112,1,27
2026-04-15,1000000035,1000000121,14,3
2026-04-15,1000000035,1000000127,5,14
2026-04-15,1000000035,1000000128,2,19
2026-04-15,1000000035,1000000142,1,28
2026-04-15,1000000042,1000000027,6,16
2026-04-15,1000000042,1000000028,3,20
2026-04-15,1000000042,1000000033,5,18
2026-04-15,1000000042,1000000035,16,9
2026-04-15,1000000042,1000000043,63,3
2026-04-15,1000000042,1000000044,33,4
2026-04-15,1000000042,1000000045,78,2
2026-04-15,1000000042,1000000062,22,6
2026-04-15,1000000042,1000000063,25,5
2026-04-15,1000000042,1000000064,83,1
2026-04-15,1000000042,1000000065,10,12
2026-04-15,1000000042,1000000066,8,14
2026-04-15,1000000042,1000000069,11,11
2026-04-15,1000000042,1000000070,2,25
2026-04-15,1000000042,1000000071,10,13
2026-04-15,1000000042,1000000072,2,26
2026-04-15,1000000042,1000000074,1,31
2026-04-15,1000000042,1000000083,16,10
2026-04-15,1000000042,1000000084,2,27
2026-04-15,1000000042,1000000085,3,21
2026-04-15,1000000042,1000000086,3,22
2026-04-15,1000000042,1000000087,3,23
2026-04-15,1000000042,1000000088,2,28
2026-04-15,1000000042,1000000090,2,29
2026-04-15,1000000042,1000000093,1,32
2026-04-15,1000000042,1000000094,3,24
2026-04-15,1000000042,1000000110,1,33
2026-04-15,1000000042,1000000111,1,34
2026-04-15,1000000042,1000000112,2,30
2026-04-15,1000000042,1000000113,1,35
2026-04-15,1000000042,1000000121,21,7
2026-04-15,1000000042,1000000127,20,8
2026-04-15,1000000042,1000000128,6,17
2026-04-15,1000000042,1000000142,7,15
2026-04-15,1000000042,1000000143,4,19
2026-04-15,1000000043,1000000027,5,20
2026-04-15,1000000043,1000000028,2,25
2026-04-15,1000000043,1000000033,9,13
2026-04-15,1000000043,1000000035,13,11
2026-04-15,1000000043,1000000042,63,3
2026-04-15,1000000043,1000000044,53,4
2026-04-15,1000000043,1000000045,87,2
2026-04-15,1000000043,1000000062,19,8
2026-04-15,1000000043,1000000063,31,5
2026-04-15,1000000043,1000000064,98,1
2026-04-15,1000000043,1000000065,10,12
2026-04-15,1000000043,1000000066,19,9
2026-04-15,1000000043,1000000069,18,10
2026-04-15,1000000043,1000000070,6,19
2026-04-15,1000000043,1000000071,7,17
2026-04-15,1000000043,1000000072,1,32
2026-04-15,1000000043,1000000074,1,33
2026-04-15,1000000043,1000000083,9,14
2026-04-15,1000000043,1000000084,1,34
2026-04-15,1000000043,1000000085,2,26
2026-04-15,1000000043,1000000086,2,27
2026-04-15,1000000043,1000000087,8,15
2026-04-15,1000000043,1000000088,4,21
2026-04-15,1000000043,1000000090,3,22
2026-04-15,1000000043,1000000091,2,28
2026-04-15,1000000043,1000000092,1,35
2026-04-15,1000000043,1000000093,2,29
2026-04-15,1000000043,1000000094,1,36
2026-04-15,1000000043,1000000111,2,30
2026-04-15,1000000043,1000000112,3,23
2026-04-15,1000000043,1000000113,2,31
2026-04-15,1000000043,1000000121,20,7
2026-04-15,1000000043,1000000127,24,6
2026-04-15,1000000043,1000000128,8,16
2026-04-15,1000000043,1000000142,3,24
2026-04-15,1000000043,1000000143,7,18
2026-04-15,1000000044,1000000027,2,18
2026-04-15,1000000044,1000000028,2,19
2026-04-15,1000000044,1000000033,2,20
2026-04-15,1000000044,1000000035,10,11
2026-04-15,1000000044,1000000042,33,4
2026-04-15,1000000044,1000000043,53,3
2026-04-15,1000000044,1000000045,70,2
2026-04-15,1000000044,1000000062,19,7
2026-04-15,1000000044,1000000063,25,5
2026-04-15,1000000044,1000000064,83,1
2026-04-15,1000000044,1000000065,7,12
2026-04-15,1000000044,1000000066,14,9
2026-04-15,1000000044,1000000069,17,8
2026-04-15,1000000044,1000000070,2,21
2026-04-15,1000000044,1000000071,6,13
2026-04-15,1000000044,1000000072,3,15
2026-04-15,1000000044,1000000083,2,22
2026-04-15,1000000044,1000000086,1,25
2026-04-15,1000000044,1000000087,1,26
2026-04-15,1000000044,1000000090,1,27
2026-04-15,1000000044,1000000092,1,28
2026-04-15,1000000044,1000000093,3,16
2026-04-15,1000000044,1000000094,1,29
2026-04-15,1000000044,1000000110,2,23
2026-04-15,1000000044,1000000111,1,30
2026-04-15,1000000044,1000000121,13,10
2026-04-15,1000000044,1000000127,25,6
2026-04-15,1000000044,1000000128,6,14
2026-04-15,1000000044,1000000142,3,17
2026-04-15,1000000044,1000000143,2,24
2026-04-15,1000000045,1000000027,3,25
2026-04-15,1000000045,1000000028,2,32
2026-04-15,1000000045,1000000033,7,15
2026-04-15,1000000045,1000000035,13,12
2026-04-15,1000000045,1000000042,78,3
2026-04-15,1000000045,1000000043,87,2
2026-04-15,1000000045,1000000044,70,4
2026-04-15,1000000045,1000000062,35,6
2026-04-15,1000000045,1000000063,46,5
2026-04-15,1000000045,1000000064,162,1
2026-04-15,1000000045,1000000065,9,14
2026-04-15,1000000045,1000000066,16,10
2026-04-15,1000000045,1000000069,27,8
2026-04-15,1000000045,1000000070,4,22
2026-04-15,1000000045,1000000071,5,17
2026-04-15,1000000045,1000000072,3,26
2026-04-15,1000000045,1000000083,12,13
2026-04-15,1000000045,1000000084,1,35
2026-04-15,1000000045,1000000085,4,23
2026-04-15,1000000045,1000000086,3,27
2026-04-15,1000000045,1000000087,2,33
2026-04-15,1000000045,1000000088,5,18
2026-04-15,1000000045,1000000089,1,36
2026-04-15,1000000045,1000000090,1,37
2026-04-15,1000000045,1000000091,3,28
2026-04-15,1000000045,1000000092,2,34
2026-04-15,1000000045,1000000093,5,19
2026-04-15,1000000045,1000000094,3,29
2026-04-15,1000000045,1000000108,5,20
2026-04-15,1000000045,1000000110,1,38
2026-04-15,1000000045,1000000111,3,30
2026-04-15,1000000045,1000000112,4,24
2026-04-15,1000000045,1000000113,3,31
2026-04-15,1000000045,1000000121,21,9
2026-04-15,1000000045,1000000127,32,7
2026-04-15,1000000045,1000000128,14,11
2026-04-15,1000000045,1000000142,6,16
2026-04-15,1000000045,1000000143,5,21
2026-04-15,1000000062,1000000027,1,25
2026-04-15,1000000062,1000000033,1,26
2026-04-15,1000000062,1000000035,7,10
2026-04-15,1000000062,1000000042,22,5
2026-04-15,1000000062,1000000043,19,6
2026-04-15,1000000062,1000000044,19,7
2026-04-15,1000000062,1000000045,35,4
2026-04-15,1000000062,1000000063,89,1
2026-04-15,1000000062,1000000064,40,3
2026-04-15,1000000062,1000000065,9,9
2026-04-15,1000000062,1000000066,4,16
2026-04-15,1000000062,1000000069,7,11
2026-04-15,1000000062,1000000070,1,27
2026-04-15,1000000062,1000000071,3,17
2026-04-15,1000000062,1000000072,1,28
2026-04-15,1000000062,1000000074,1,29
2026-04-15,1000000062,1000000083,12,8
2026-04-15,1000000062,1000000084,5,15
2026-04-15,1000000062,1000000085,3,18
2026-04-15,1000000062,1000000086,1,30
2026-04-15,1000000062,1000000087,2,22
2026-04-15,1000000062,1000000088,3,19
2026-04-15,1000000062,1000000089,1,31
2026-04-15,1000000062,1000000090,1,32
2026-04-15,1000000062,1000000091,2,23
2026-04-15,1000000062,1000000092,1,33
2026-04-15,1000000062,1000000093,2,24
2026-04-15,1000000062,1000000094,1,34
2026-04-15,1000000062,1000000108,1,35
2026-04-15,1000000062,1000000111,7,12
2026-04-15,1000000062,1000000113,1,36
2026-04-15,1000000062,1000000121,6,13
2026-04-15,1000000062,1000000127,62,2
2026-04-15,1000000062,1000000128,6,14
2026-04-15,1000000062,1000000142,3,20
2026-04-15,1000000062,1000000143,3,21
2026-04-15,1000000063,1000000027,1,28
2026-04-15,1000000063,1000000028,1,29
2026-04-15,1000000063,1000000033,1,30
2026-04-15,1000000063,1000000035,6,14
2026-04-15,1000000063,1000000042,25,6
2026-04-15,1000000063,1000000043,31,5
2026-04-15,1000000063,1000000044,25,7
2026-04-15,1000000063,1000000045,46,3
2026-04-15,1000000063,1000000062,89,1
2026-04-15,1000000063,1000000064,40,4
2026-04-15,1000000063,1000000065,4,15
2026-04-15,1000000063,1000000066,12,8
2026-04-15,1000000063,1000000069,10,10
2026-04-15,1000000063,1000000070,3,19
2026-04-15,1000000063,1000000071,2,23
2026-04-15,1000000063,1000000072,1,31
2026-04-15,1000000063,1000000083,7,13
2026-04-15,1000000063,1000000084,3,20
2026-04-15,1000000063,1000000085,4,16
2026-04-15,1000000063,1000000086,2,24
2026-04-15,1000000063,1000000087,4,17
2026-04-15,1000000063,1000000088,3,21
2026-04-15,1000000063,1000000089,1,32
2026-04-15,1000000063,1000000090,3,22
2026-04-15,1000000063,1000000091,1,33
2026-04-15,1000000063,1000000092,1,34
2026-04-15,1000000063,1000000093,2,25
2026-04-15,1000000063,1000000094,1,35
2026-04-15,1000000063,1000000108,1,36
2026-04-15,1000000063,1000000110,2,26
2026-04-15,1000000063,1000000111,8,11
2026-04-15,1000000063,1000000112,1,37
2026-04-15,1000000063,1000000113,4,18
2026-04-15,1000000063,1000000121,11,9
2026-04-15,1000000063,1000000127,84,2
2026-04-15,1000000063,1000000128,8,12
2026-04-15,1000000063,1000000142,2,27
2026-04-15,1000000063,1000000143,1,38
2026-04-15,1000000064,1000000027,3,33
2026-04-15,1000000064,1000000028,2,36
2026-04-15,1000000064,1000000033,6,30
2026-04-15,1000000064,1000000035,21,14
2026-04-15,1000000064,1000000042,83,4
2026-04-15,1000000064,1000000043,98,3
2026-04-15,1000000064,1000000044,83,5
2026-04-15,1000000064,1000000045,162,1
2026-04-15,1000000064,1000000062,40,9
2026-04-15,1000000064,1000000063,40,10
2026-04-15,1000000064,1000000065,22,13
2026-04-15,1000000064,1000000066,43,7
2026-04-15,1000000064,1000000069,58,6
2026-04-15,1000000064,1000000070,4,32
2026-04-15,1000000064,1000000071,12,22
2026-04-15,1000000064,1000000072,3,34
2026-04-15,1000000064,1000000074,2,37
2026-04-15,1000000064,1000000083,17,18
2026-04-15,1000000064,1000000084,11,24
2026-04-15,1000000064,1000000085,17,19
2026-04-15,1000000064,1000000086,11,25
2026-04-15,1000000064,1000000087,20,16
2026-04-15,1000000064,1000000088,19,17
2026-04-15,1000000064,1000000089,2,38
2026-04-15,1000000064,1000000090,15,20
2026-04-15,1000000064,1000000091,21,15
2026-04-15,1000000064,1000000092,15,21
2026-04-15,1000000064,1000000093,43,8
2026-04-15,1000000064,1000000094,7,29
2026-04-15,1000000064,1000000108,5,31
2026-04-15,1000000064,1000000110,3,35
2026-04-15,1000000064,1000000111,12,23
2026-04-15,1000000064,1000000112,1,39
2026-04-15,1000000064,1000000113,8,28
2026-04-15,1000000064,1000000121,32,11
2026-04-15,1000000064,1000000127,136,2
2026-04-15,1000000064,1000000128,30,12
2026-04-15,1000000064,1000000142,11,26
2026-04-15,1000000064,1000000143,9,27
2026-04-15,1000000065,1000000027,2,16
2026-04-15,1000000065,1000000033,3,13
2026-04-15,1000000065,1000000035,5,9
2026-04-15,1000000065,1000000042,10,3
2026-04-15,1000000065,1000000043,10,4
2026-04-15,1000000065,1000000044,7,7
2026-04-15,1000000065,1000000045,9,5
2026-04-15,1000000065,1000000062,9,6
2026-04-15,1000000065,1000000063,4,11
2026-04-15,1000000065,1000000064,22,1
2026-04-15,1000000065,1000000066,13,2
2026-04-15,1000000065,1000000069,4,12
2026-04-15,1000000065,1000000071,1,21
2026-04-15,1000000065,1000000083,2,17
2026-04-15,1000000065,1000000084,1,22
2026-04-15,1000000065,1000000085,2,18
2026-04-15,1000000065,1000000087,1,23
2026-04-15,1000000065,1000000110,1,24
2026-04-15,1000000065,1000000111,3,14
2026-04-15,1000000065,1000000112,1,25
2026-04-15,1000000065,1000000121,5,10
2026-04-15,1000000065,1000000127,2,19
2026-04-15,1000000065,1000000128,7,8
2026-04-15,1000000065,1000000142,2,20
2026-04-15,1000000065,1000000143,3,15
2026-04-15,1000000066,1000000027,1,19
2026-04-15,1000000066,1000000033,1,20
2026-04-15,1000000066,1000000035,8,9
2026-04-15,1000000066,1000000042,8,10
2026-04-15,1000000066,1000000043,19,2
2026-04-15,1000000066,1000000044,14,4
2026-04-15,1000000066,1000000045,16,3
2026-04-15,1000000066,1000000062,4,13
2026-04-15,1000000066,1000000063,12,6
2026-04-15,1000000066,1000000064,43,1
2026-04-15,1000000066,1000000065,13,5
2026-04-15,1000000066,1000000069,10,7
2026-04-15,1000000066,1000000070,4,14
2026-04-15,1000000066,1000000072,1,21
2026-04-15,1000000066,1000000083,1,22
2026-04-15,1000000066,1000000084,2,16
2026-04-15,1000000066,1000000087,4,15
2026-04-15,1000000066,1000000088,1,23
2026-04-15,1000000066,1000000090,1,24
2026-04-15,1000000066,1000000093,2,17
2026-04-15,1000000066,1000000112,1,25
2026-04-15,1000000066,1000000121,5,12
2026-04-15,1000000066,1000000127,6,11
2026-04-15,1000000066,1000000128,10,8
2026-04-15,1000000066,1000000142,1,26
2026-04-15,1000000066,1000000143,2,18
2026-04-15,1000000069,1000000027,1,21
2026-04-15,1000000069,1000000028,2,15
2026-04-15,1000000069,1000000035,3,13
2026-04-15,1000000069,1000000042,11,5
2026-04-15,1000000069,1000000043,18,3
2026-04-15,1000000069,1000000044,17,4
2026-04-15,1000000069,1000000045,27,2
2026-04-15,1000000069,1000000062,7,10
2026-04-15,1000000069,1000000063,10,6
2026-04-15,1000000069,1000000064,58,1
2026-04-15,1000000069,1000000065,4,12
2026-04-15,1000000069,1000000066,10,7
2026-04-15,1000000069,1000000070,1,22
2026-04-15,1000000069,1000000071,2,16
2026-04-15,1000000069,1000000083,6,11
2026-04-15,1000000069,1000000085,1,23
2026-04-15,1000000069,1000000087,1,24
2026-04-15,1000000069,1000000089,1,25
2026-04-15,1000000069,1000000090,1,26
2026-04-15,1000000069,1000000091,2,17
2026-04-15,1000000069,1000000092,2,18
2026-04-15,1000000069,1000000093,2,19
2026-04-15,1000000069,1000000094,1,27
2026-04-15,1000000069,1000000121,8,9
2026-04-15,1000000069,1000000127,9,8
2026-04-15,1000000069,1000000128,3,14
2026-04-15,1000000069,1000000142,2,20
2026-04-15,1000000069,1000000143,1,28
2026-04-15,1000000070,1000000027,3,6
2026-04-15,1000000070,1000000028,2,9
2026-04-15,1000000070,1000000033,1,13
2026-04-15,1000000070,1000000042,2,10
2026-04-15,1000000070,1000000043,6,1
2026-04-15,1000000070,1000000044,2,11
2026-04-15,1000000070,1000000045,4,3
2026-04-15,1000000070,1000000062,1,14
2026-04-15,1000000070,1000000063,3,7
2026-04-15,1000000070,1000000064,4,4
2026-04-15,1000000070,1000000066,4,5
2026-04-15,1000000070,1000000069,1,15
2026-04-15,1000000070,1000000071,5,2
2026-04-15,1000000070,1000000072,3,8
2026-04-15,1000000070,1000000083,1,16
2026-04-15,1000000070,1000000110,1,17
2026-04-15,1000000070,1000000121,2,12
2026-04-15,1000000070,1000000128,1,18
2026-04-15,1000000071,1000000027,4,8
2026-04-15,1000000071,1000000028,3,10
2026-04-15,1000000071,1000000033,1,17
2026-04-15,1000000071,1000000035,1,18
2026-04-15,1000000071,1000000042,10,2
2026-04-15,1000000071,1000000043,7,3
2026-04-15,1000000071,1000000044,6,4
2026-04-15,1000000071,1000000045,5,5
2026-04-15,1000000071,1000000062,3,11
2026-04-15,1000000071,1000000063,2,12
2026-04-15,1000000071,1000000064,12,1
2026-04-15,1000000071,1000000065,1,19
2026-04-15,1000000071,1000000069,2,13
2026-04-15,1000000071,1000000070,5,6
2026-04-15,1000000071,1000000072,2,14
2026-04-15,1000000071,1000000074,1,20
2026-04-15,1000000071,1000000083,4,9
2026-04-15,1000000071,1000000087,1,21
2026-04-15,1000000071,1000000088,1,22
2026-04-15,1000000071,1000000113,2,15
2026-04-15,1000000071,1000000127,5,7
2026-04-15,1000000071,1000000128,2,16
2026-04-15,1000000071,1000000142,1,23
2026-04-15,1000000072,1000000028,1,8
2026-04-15,1000000072,1000000042,2,5
2026-04-15,1000000072,1000000043,1,9
2026-04-15,1000000072,1000000044,3,1
2026-04-15,1000000072,1000000045,3,2
2026-04-15,1000000072,1000000062,1,10
2026-04-15,1000000072,1000000063,1,11
2026-04-15,1000000072,1000000064,3,3
2026-04-15,1000000072,1000000066,1,12
2026-04-15,1000000072,1000000070,3,4
2026-04-15,1000000072,1000000071,2,6
2026-04-15,1000000072,1000000083,1,13
2026-04-15,1000000072,1000000127,2,7
2026-04-15,1000000074,1000000042,1,2
2026-04-15,1000000074,1000000043,1,3
2026-04-15,1000000074,1000000062,1,4
2026-04-15,1000000074,1000000064,2,1
2026-04-15,1000000074,1000000071,1,5
2026-04-15,1000000074,1000000091,1,6
2026-04-15,1000000074,1000000127,1,7
2026-04-15,1000000074,1000000128,1,8
2026-04-15,1000000083,1000000027,1,21
2026-04-15,1000000083,1000000028,2,14
2026-04-15,1000000083,1000000033,7,8
2026-04-15,1000000083,1000000035,8,7
2026-04-15,1000000083,1000000042,16,2
2026-04-15,1000000083,1000000043,9,6
2026-04-15,1000000083,1000000044,2,15
2026-04-15,1000000083,1000000045,12,3
2026-04-15,1000000083,1000000062,12,4
2026-04-15,1000000083,1000000063,7,9
2026-04-15,1000000083,1000000064,17,1
2026-04-15,1000000083,1000000065,2,16
2026-04-15,1000000083,1000000066,1,22
2026-04-15,1000000083,1000000069,6,11
2026-04-15,1000000083,1000000070,1,23
2026-04-15,1000000083,1000000071,4,12
2026-04-15,1000000083,1000000072,1,24
2026-04-15,1000000083,1000000085,1,25
2026-04-15,1000000083,1000000087,1,26
2026-04-15,1000000083,1000000088,1,27
2026-04-15,1000000083,1000000090,2,17
2026-04-15,1000000083,1000000091,1,28
2026-04-15,1000000083,1000000093,2,18
2026-04-15,1000000083,1000000094,2,19
2026-04-15,1000000083,1000000108,3,13
2026-04-15,1000000083,1000000110,1,29
2026-04-15,1000000083,1000000112,1,30
2026-04-15,1000000083,1000000113,1,31
2026-04-15,1000000083,1000000121,7,10
2026-04-15,1000000083,1000000127,11,5
2026-04-15,1000000083,1000000128,2,20
2026-04-15,1000000083,1000000142,1,32
2026-04-15,1000000084,1000000042,2,13
2026-04-15,1000000084,1000000043,1,16
2026-04-15,1000000084,1000000045,1,17
2026-04-15,1000000084,1000000062,5,6
2026-04-15,1000000084,1000000063,3,11
2026-04-15,1000000084,1000000064,11,3
2026-04-15,1000000084,1000000065,1,18
2026-04-15,1000000084,1000000066,2,14
2026-04-15,1000000084,1000000085,15,1
2026-04-15,1000000084,1000000086,4,8
2026-04-15,1000000084,1000000087,15,2
2026-04-15,1000000084,1000000088,6,5
2026-04-15,1000000084,1000000090,11,4
2026-04-15,1000000084,1000000091,2,15
2026-04-15,1000000084,1000000092,1,19
2026-04-15,1000000084,1000000093,5,7
2026-04-15,1000000084,1000000094,1,20
2026-04-15,1000000084,1000000108,3,12
2026-04-15,1000000084,1000000110,4,9
2026-04-15,1000000084,1000000111,4,10
2026-04-15,1000000084,1000000113,1,21
2026-04-15,1000000084,1000000127,1,22
2026-04-15,1000000084,1000000128,1,23
2026-04-15,1000000084,1000000142,1,24
2026-04-15,1000000084,1000000143,1,25
2026-04-15,1000000085,1000000027,1,22
2026-04-15,1000000085,1000000033,1,23
2026-04-15,1000000085,1000000042,3,14
2026-04-15,1000000085,1000000043,2,17
2026-04-15,1000000085,1000000045,4,12
2026-04-15,1000000085,1000000062,3,15
2026-04-15,1000000085,1000000063,4,13
2026-04-15,1000000085,1000000064,17,1
2026-04-15,1000000085,1000000065,2,18
2026-04-15,1000000085,1000000069,1,24
2026-04-15,1000000085,1000000083,1,25
2026-04-15,1000000085,1000000084,15,2
2026-04-15,1000000085,1000000086,8,7
2026-04-15,1000000085,1000000087,9,4
2026-04-15,1000000085,1000000088,9,5
2026-04-15,1000000085,1000000089,2,19
2026-04-15,1000000085,1000000090,12,3
2026-04-15,1000000085,1000000091,9,6
2026-04-15,1000000085,1000000092,7,8
2026-04-15,1000000085,1000000093,6,9
2026-04-15,1000000085,1000000094,2,20
2026-04-15,1000000085,1000000108,5,10
2026-04-15,1000000085,1000000110,1,26
2026-04-15,1000000085,1000000111,3,16
2026-04-15,1000000085,1000000112,1,27
2026-04-15,1000000085,1000000113,1,28
2026-04-15,1000000085,1000000121,2,21
2026-04-15,1000000085,1000000127,1,29
2026-04-15,1000000085,1000000128,1,30
2026-04-15,1000000085,1000000142,5,11
2026-04-15,1000000086,1000000035,1,15
2026-04-15,1000000086,1000000042,3,7
2026-04-15,1000000086,1000000043,2,11
2026-04-15,1000000086,1000000044,1,16
2026-04-15,1000000086,1000000045,3,8
2026-04-15,1000000086,1000000062,1,17
2026-04-15,1000000086,1000000063,2,12
2026-04-15,1000000086,1000000064,11,1
2026-04-15,1000000086,1000000084,4,6
2026-04-15,1000000086,1000000085,8,3
2026-04-15,1000000086,1000000087,5,4
2026-04-15,1000000086,1000000088,11,2
2026-04-15,1000000086,1000000089,3,9
2026-04-15,1000000086,1000000090,2,13
2026-04-15,1000000086,1000000091,5,5
2026-04-15,1000000086,1000000092,3,10
2026-04-15,1000000086,1000000093,1,18
2026-04-15,1000000086,1000000094,2,14
2026-04-15,1000000086,1000000108,1,19
2026-04-15,1000000086,1000000111,1,20
2026-04-15,1000000086,1000000112,1,21
2026-04-15,1000000086,1000000127,1,22
2026-04-15,1000000086,1000000128,1,23
2026-04-15,1000000086,1000000143,1,24
2026-04-15,1000000087,1000000028,1,24
2026-04-15,1000000087,1000000033,2,19
2026-04-15,1000000087,1000000035,2,20
2026-04-15,1000000087,1000000042,3,16
2026-04-15,1000000087,1000000043,8,7
2026-04-15,1000000087,1000000044,1,25
2026-04-15,1000000087,1000000045,2,21
2026-04-15,1000000087,1000000062,2,22
2026-04-15,1000000087,1000000063,4,11
2026-04-15,1000000087,1000000064,20,1
2026-04-15,1000000087,1000000065,1,26
2026-04-15,1000000087,1000000066,4,12
2026-04-15,1000000087,1000000069,1,27
2026-04-15,1000000087,1000000071,1,28
2026-04-15,1000000087,1000000083,1,29
2026-04-15,1000000087,1000000084,15,2
2026-04-15,1000000087,1000000085,9,5
2026-04-15,1000000087,1000000086,5,9
2026-04-15,1000000087,1000000088,11,3
2026-04-15,1000000087,1000000089,1,30
2026-04-15,1000000087,1000000090,9,6
2026-04-15,1000000087,1000000091,11,4
2026-04-15,1000000087,1000000092,4,13
2026-04-15,1000000087,1000000093,4,14
2026-04-15,1000000087,1000000094,1,31
2026-04-15,1000000087,1000000108,4,15
2026-04-15,1000000087,1000000110,1,32
2026-04-15,1000000087,1000000111,5,10
2026-04-15,1000000087,1000000112,1,33
2026-04-15,1000000087,1000000113,3,17
2026-04-15,1000000087,1000000121,6,8
2026-04-15,1000000087,1000000127,3,18
2026-04-15,1000000087,1000000128,2,23
2026-04-15,1000000087,1000000142,1,34
2026-04-15,1000000087,1000000143,1,35
2026-04-15,1000000088,1000000035,5,8
2026-04-15,1000000088,1000000042,2,17
2026-04-15,1000000088,1000000043,4,10
2026-04-15,1000000088,1000000045,5,9
2026-04-15,1000000088,1000000062,3,12
2026-04-15,1000000088,1000000063,3,13
2026-04-15,1000000088,1000000064,19,1
2026-04-15,1000000088,1000000066,1,21
2026-04-15,1000000088,1000000071,1,22
2026-04-15,1000000088,1000000083,1,23
2026-04-15,1000000088,1000000084,6,6
2026-04-15,1000000088,1000000085,9,4
2026-04-15,1000000088,1000000086,11,2
2026-04-15,1000000088,1000000087,11,3
2026-04-15,1000000088,1000000089,3,14
2026-04-15,1000000088,1000000090,4,11
2026-04-15,1000000088,1000000091,9,5
2026-04-15,1000000088,1000000092,6,7
2026-04-15,1000000088,1000000093,2,18
2026-04-15,1000000088,1000000094,1,24
2026-04-15,1000000088,1000000110,1,25
2026-04-15,1000000088,1000000111,2,19
2026-04-15,1000000088,1000000112,2,20
2026-04-15,1000000088,1000000113,1,26
2026-04-15,1000000088,1000000121,3,15
2026-04-15,1000000088,1000000127,3,16
2026-04-15,1000000088,1000000128,1,27
